Subj,Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,DistanceFromHome,PerformanceRating,Education,JobInvolvement,JobLevel,StockOptionLevel,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction
735,22,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,2451,217,94,6881,8,3,1,1,1,1,1,15,4,3,2,4,3,1,1,2,1,1
736,48,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,4240,277,97,13119,6,3,3,2,2,0,2,13,19,0,3,2,2,2,2,1,3,4
737,48,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,10999,1355,78,22245,4,3,4,2,3,0,7,14,27,3,3,15,11,4,8,3,3,2
738,41,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,No,5003,549,42,23371,7,3,2,3,2,0,6,14,8,6,3,2,2,2,1,4,3,2
739,39,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,12742,466,65,7060,1,3,1,2,4,1,1,16,21,3,3,21,6,11,8,4,4,3
740,27,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,4227,1055,47,4658,2,3,4,3,2,1,0,18,4,2,3,3,2,2,2,1,4,2
741,35,No,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,No,3917,802,45,9541,10,4,3,3,1,1,1,20,3,4,2,3,2,1,2,2,4,1
742,42,No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,18303,265,90,7770,5,3,2,3,5,0,6,13,21,3,4,1,0,0,0,4,3,2
743,50,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,2380,804,64,20165,9,3,3,3,1,0,4,18,8,5,3,1,0,0,0,1,4,2
744,59,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,13726,715,69,21829,2,3,3,2,4,0,3,13,30,4,3,5,3,4,3,3,4,1
746,55,No,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,6385,135,62,12992,18,3,4,3,2,2,3,14,17,3,3,8,7,6,7,3,2,4
747,41,No,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Divorced,No,19973,247,55,20284,7,4,1,1,5,2,1,22,21,3,3,21,16,5,10,2,3,2
748,38,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,6861,1035,42,4981,3,3,4,3,2,0,8,12,19,1,3,1,0,0,0,2,4,3
751,44,No,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,13320,1448,53,11737,28,3,3,4,4,1,3,18,23,2,3,12,11,11,11,4,4,3
752,50,No,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,6347,145,95,24920,1,3,3,3,2,1,0,12,19,3,3,18,7,0,13,4,3,1
754,39,No,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,10880,945,82,5083,22,3,3,3,3,0,1,13,21,2,3,21,6,2,8,4,1,3
755,33,No,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Single,No,2342,1038,88,21437,8,3,1,2,1,0,0,19,3,2,2,2,2,2,2,2,4,4
756,45,No,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,17650,1234,90,5404,11,3,2,3,4,1,3,13,26,4,4,9,3,1,1,4,4,2
757,32,No,Non-Travel,Research & Development,Medical,Female,Laboratory Technician,Single,No,4025,1109,69,11135,29,3,4,3,1,0,9,12,10,2,3,8,7,7,7,4,3,2
758,34,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,9725,216,75,12278,1,3,4,4,2,1,0,11,16,2,2,15,1,0,9,2,4,4
759,59,No,Travel_Rarely,Sales,Technical Degree,Male,Manager,Married,Yes,11904,1089,66,11038,1,3,2,3,3,1,3,14,14,1,1,6,4,0,4,2,4,3
760,45,No,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Single,No,2177,788,36,8318,24,3,4,3,1,0,1,16,6,3,3,6,3,0,4,2,2,1
761,53,No,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,7525,124,38,23537,2,3,3,2,3,1,2,12,30,2,3,15,7,6,12,3,2,1
764,34,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,Yes,2220,1333,87,18410,10,3,4,3,1,1,1,19,1,2,3,1,1,0,0,3,3,4
765,28,No,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,No,1052,1144,74,23384,10,4,1,3,1,0,1,22,1,5,3,1,0,0,0,4,2,2
766,38,No,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,No,2821,1186,44,2997,3,3,4,3,1,1,3,16,8,2,3,2,2,2,2,3,3,1
767,50,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,Yes,19237,1464,62,12853,2,3,4,3,5,1,2,11,29,2,2,8,1,7,7,2,3,4
768,37,No,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Single,No,4107,124,35,13848,3,3,3,3,2,0,3,15,8,3,2,4,3,0,1,4,2,1
769,40,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,8396,300,74,22217,26,3,3,3,2,1,1,14,8,3,2,7,7,7,5,3,1,2
770,26,No,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,No,2007,921,66,25265,1,3,1,2,1,2,1,13,5,5,3,5,3,1,3,1,3,3
771,46,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,No,19627,430,40,21445,1,3,4,3,5,2,9,17,23,0,3,2,2,2,2,4,4,4
772,54,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,10686,1082,41,8392,2,3,4,2,3,1,6,11,13,4,3,9,4,7,0,3,3,2
773,56,No,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,No,2942,1240,63,12154,9,3,3,3,1,1,2,19,18,4,3,5,4,0,3,1,3,2
774,36,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,No,8858,796,51,15669,12,3,5,2,3,0,0,11,15,2,2,14,8,7,8,4,4,2
775,55,No,Non-Travel,Research & Development,Medical,Male,Manager,Single,No,16756,444,40,17323,2,3,1,2,4,0,7,15,31,3,4,9,7,6,2,3,1,2
776,43,No,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,10798,415,79,5268,25,3,3,2,3,1,5,13,18,5,3,1,0,0,0,3,4,3
779,46,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,4615,1003,74,21029,8,4,4,2,2,3,8,23,19,2,3,16,13,1,7,4,1,1
782,26,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,3955,192,59,11141,1,3,2,2,1,2,1,16,6,2,3,5,3,1,3,1,1,1
783,30,No,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,No,9957,1176,85,9096,20,3,3,3,2,1,0,15,7,1,2,6,2,0,2,3,1,3
784,41,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,No,3376,509,43,18863,7,3,2,4,1,0,1,13,10,3,3,10,6,0,8,2,3,3
785,38,No,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,8823,330,65,24608,17,3,1,2,3,1,0,18,20,4,2,19,9,1,9,3,3,1
786,40,No,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married,No,10322,1492,61,26542,20,4,4,3,3,1,4,20,14,6,3,11,10,11,1,1,4,4
787,27,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,4621,1277,87,5869,8,3,5,1,1,3,1,19,3,4,3,3,2,1,2,1,3,4
788,55,No,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,10976,1091,65,15813,2,3,1,3,3,1,3,18,23,4,3,3,2,1,2,4,2,2
789,28,No,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,No,3660,857,59,7909,10,3,3,3,2,0,3,13,10,4,4,8,7,1,7,3,3,4
791,33,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,7119,654,34,21214,5,3,3,2,3,1,4,15,9,2,3,3,2,1,2,4,4,3
794,28,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,2207,895,50,22482,15,3,2,3,1,1,1,16,4,5,2,4,2,2,2,1,3,4
795,34,No,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,7756,618,45,22266,3,3,1,3,2,0,0,17,7,1,2,6,2,0,4,1,4,3
796,37,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,6694,309,88,24223,10,3,4,2,2,3,2,14,8,5,3,1,0,0,0,4,4,3
800,42,No,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,No,17665,469,35,14399,2,3,2,3,4,1,0,17,23,3,3,22,6,13,7,4,1,4
803,33,No,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,No,4302,970,30,13401,7,3,3,3,2,1,0,17,4,3,3,3,2,0,2,4,2,3
804,34,No,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Married,No,2979,697,40,22478,3,3,4,2,1,3,3,17,6,2,3,0,0,0,0,3,4,4
805,48,No,Non-Travel,Research & Development,Medical,Male,Manager,Single,No,16885,1262,35,16154,1,4,4,4,4,0,2,22,27,3,2,5,4,2,1,1,4,3
806,45,No,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,5593,1050,65,17970,9,3,4,2,2,1,1,13,15,2,3,15,10,4,12,2,3,4
807,52,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,10445,994,87,15322,7,3,4,3,3,0,7,19,18,4,3,8,6,4,0,2,2,4
808,38,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,8740,770,73,5569,10,3,4,2,3,2,0,14,9,2,3,8,7,2,7,3,3,2
809,29,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,2514,1107,93,26968,28,4,4,3,1,1,4,22,11,1,3,7,5,1,7,3,4,1
810,28,No,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,7655,950,93,8039,3,3,3,3,3,3,0,17,10,3,2,9,7,1,7,4,2,2
811,46,No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,17465,406,52,15596,3,3,1,3,4,1,3,12,23,3,3,12,9,4,9,1,3,4
812,38,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,7351,130,32,20619,2,3,2,3,3,0,7,16,10,2,3,1,0,0,0,4,2,3
813,43,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,10820,1082,83,11535,27,3,3,3,3,1,8,11,18,1,3,8,7,0,1,3,1,3
815,40,No,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,No,19626,1308,44,17544,14,3,3,2,5,0,1,14,21,2,4,20,7,4,9,3,3,1
816,21,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,Yes,2070,984,70,25326,1,3,1,2,1,0,1,11,2,6,4,2,2,2,2,4,2,3
817,39,No,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,6782,439,70,8770,9,3,3,3,2,0,9,15,9,2,2,5,4,0,3,3,2,3
818,36,No,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,7779,217,78,23238,18,4,4,3,2,0,2,20,18,0,3,11,9,0,9,1,4,1
819,31,No,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,No,2791,793,67,21981,20,3,3,4,1,1,0,12,3,4,3,2,2,2,2,3,4,1
820,28,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,3201,1451,67,19911,2,3,1,2,1,0,0,17,6,2,1,5,3,0,4,1,2,1
821,35,No,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Divorced,No,4968,1182,54,18500,11,3,2,3,2,1,1,11,5,3,3,5,2,0,2,4,4,4
822,49,No,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,13120,174,56,11879,8,3,4,2,4,1,6,17,22,3,3,9,8,2,3,4,2,2
823,34,No,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,4033,1003,95,15834,2,3,2,3,2,0,2,11,5,3,2,3,2,0,2,4,3,4
824,29,No,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,3291,490,61,17940,10,3,3,3,1,2,0,14,8,2,2,7,5,1,1,4,2,4
825,42,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,4272,188,56,9558,29,3,3,1,2,0,4,19,16,3,3,1,0,0,0,2,4,1
826,29,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,5056,718,79,17689,8,3,1,2,2,1,1,15,10,2,2,10,7,1,2,2,4,3
827,38,No,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,2844,433,37,6004,1,3,3,4,1,1,1,13,7,2,4,7,6,5,0,3,3,4
828,28,No,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,2703,773,39,22088,6,3,3,2,1,1,1,14,3,2,3,3,1,0,2,3,3,4
831,41,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,4766,167,46,9051,12,3,4,3,1,1,3,11,6,4,3,1,0,0,0,2,4,1
833,37,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,No,5731,367,52,17171,25,3,2,2,2,2,7,13,9,2,3,6,2,1,3,3,4,3
834,27,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,2539,199,55,7950,6,3,3,2,1,1,1,13,4,0,3,4,2,2,2,4,3,3
835,34,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,5714,1400,70,5829,9,4,1,3,2,0,1,20,6,3,2,6,5,1,3,2,3,1
836,35,No,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Single,No,4323,528,100,7108,8,3,4,3,1,0,1,17,6,2,1,5,4,1,4,3,3,2
838,40,No,Travel_Frequently,Research & Development,Medical,Female,Research Director,Single,No,13499,593,88,13782,9,3,4,3,3,0,9,17,20,3,2,18,7,2,13,2,3,3
840,42,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,5155,647,45,2253,4,3,4,3,2,0,7,13,9,3,4,6,4,1,5,2,1,4
841,35,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,2258,982,58,16340,1,3,4,2,1,1,6,12,10,2,3,8,0,1,7,4,3,2
842,24,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,3597,477,49,6409,24,4,3,3,1,0,8,22,6,2,3,4,3,1,2,4,2,4
844,26,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,4420,1384,82,13421,3,4,4,4,1,1,1,22,8,2,3,8,7,0,7,1,4,2
845,30,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,6578,852,72,2706,10,3,3,2,2,1,1,18,10,3,3,10,3,1,4,3,3,1
846,40,No,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,Yes,4422,902,92,21203,26,3,2,2,2,1,3,13,16,3,1,1,1,0,0,3,4,4
847,35,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,10274,819,44,19588,2,3,3,2,3,1,2,18,15,2,4,7,7,6,4,3,2,2
848,34,No,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Single,No,5343,669,97,25755,1,4,3,2,2,0,0,20,14,3,3,13,9,4,9,4,1,3
849,35,No,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,No,2376,636,47,26537,4,3,4,2,1,1,1,13,2,2,4,2,2,2,2,4,4,2
851,32,No,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Divorced,No,2827,862,76,14947,2,3,1,3,1,3,1,12,1,3,3,1,0,0,0,3,1,3
852,56,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Divorced,No,19943,718,92,18575,4,3,4,3,5,1,4,13,28,2,3,5,2,4,2,4,1,4
853,29,No,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,3131,1401,54,26342,6,3,1,3,1,1,1,13,10,5,3,10,8,0,8,2,4,1
854,19,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,2552,645,54,7172,9,4,2,3,1,0,1,25,1,4,3,1,1,0,0,3,1,3
855,45,No,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,4477,1457,83,20100,7,3,3,3,1,1,4,19,7,2,2,3,2,0,2,1,3,3
856,37,No,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,6474,977,56,9961,1,3,3,2,2,1,1,13,14,2,2,14,8,3,11,4,4,2
857,20,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,3033,805,87,12828,3,3,3,2,1,0,1,12,2,2,2,2,2,1,2,1,3,1
859,53,No,Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,No,18606,1223,50,18640,7,3,2,3,5,1,3,18,26,6,3,7,7,4,7,4,3,2
860,29,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,2168,942,69,26933,15,3,1,1,1,1,0,18,6,2,2,5,4,1,3,2,4,1
862,46,No,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,17048,1402,69,24097,2,4,3,3,4,0,8,23,28,2,3,26,15,15,9,3,1,1
863,44,No,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,2290,111,74,4279,17,3,3,1,1,0,2,13,6,3,3,0,0,0,0,4,3,4
864,33,No,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,3600,147,99,8429,2,3,3,3,1,1,1,13,5,2,3,5,4,1,4,2,3,4
866,30,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,4115,1329,61,13192,29,3,4,3,2,3,8,19,8,3,3,4,3,0,3,3,1,3
867,40,No,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,No,4327,1184,62,25440,2,3,4,3,2,3,5,12,5,2,3,0,0,0,0,2,2,4
868,50,No,Travel_Frequently,Research & Development,Medical,Female,Manager,Married,No,17856,1421,30,9490,2,4,3,3,4,1,2,22,32,3,3,2,2,2,2,4,1,3
869,28,No,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,3196,1179,78,12449,19,3,4,2,1,3,1,12,6,2,3,6,5,3,3,4,1,3
870,46,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,19081,1450,52,10849,15,3,2,3,5,1,5,11,25,2,3,4,2,0,3,4,2,1
871,35,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,8966,1361,94,21026,17,3,4,3,2,3,3,15,15,2,3,7,7,1,7,3,1,4
873,33,No,Travel_Frequently,Sales,Medical,Female,Sales Executive,Married,No,4539,1146,82,4905,25,3,3,3,2,1,1,12,10,3,2,10,7,0,1,2,3,1
874,36,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,2741,917,60,6865,6,3,4,1,1,1,1,14,7,4,3,7,7,1,7,3,3,3
875,30,No,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,3491,853,49,11309,7,3,4,3,2,3,1,13,10,4,2,10,7,8,9,3,3,1
876,44,No,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,No,4541,200,32,7744,29,4,4,3,2,0,1,25,20,3,3,20,11,13,17,4,4,2
877,20,No,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,No,2678,654,43,5050,21,3,3,4,1,0,1,17,2,2,3,2,1,2,2,3,4,4
878,46,No,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,No,7379,150,60,17433,2,3,4,3,2,1,2,11,12,3,2,6,3,1,4,4,4,3
879,42,No,Non-Travel,Human Resources,Medical,Male,Human Resources,Married,No,6272,179,79,12858,2,3,5,4,2,1,7,16,10,3,4,4,3,0,3,4,1,1
880,60,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,5220,696,52,10893,7,3,4,4,2,1,0,18,12,3,3,11,7,1,9,2,4,2
881,32,No,Travel_Frequently,Research & Development,Other,Female,Laboratory Technician,Married,No,2743,116,77,7331,13,4,3,2,1,1,1,20,2,2,3,2,2,2,2,3,2,3
882,32,No,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,4998,1316,38,2338,2,3,2,3,2,0,4,14,10,2,3,8,7,0,7,4,3,4
883,36,No,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Divorced,Yes,10252,363,77,4235,1,4,3,1,3,1,2,21,17,2,3,7,7,7,7,3,1,3
884,33,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,2781,117,60,6311,9,3,3,3,1,1,0,13,15,5,3,14,10,4,10,1,4,2
885,40,No,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,No,6852,107,84,11591,10,3,3,2,2,1,7,12,7,2,4,5,1,1,3,2,2,2
886,25,No,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,4950,1356,57,20623,10,3,4,3,2,0,0,14,5,4,3,4,3,1,1,3,4,2
887,30,No,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,3579,1465,63,9369,1,4,3,3,1,1,0,21,12,2,3,11,9,5,7,4,2,1
888,42,No,Travel_Frequently,Research & Development,Medical,Female,Research Director,Married,Yes,13191,458,60,23281,26,3,5,3,3,0,3,17,20,6,3,1,0,0,0,1,1,3
889,35,No,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,Yes,10377,1212,78,13755,8,3,2,2,3,1,4,11,16,6,2,13,2,4,12,3,4,2
890,27,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,2235,1103,42,14377,14,3,3,3,1,2,1,14,9,3,2,9,7,6,8,1,1,4
891,54,No,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,10502,966,53,9659,1,3,4,3,3,1,7,17,33,2,1,5,4,1,4,4,3,1
892,44,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,2011,1117,72,19982,2,3,1,4,1,1,1,13,10,5,3,10,5,7,7,1,4,4
894,29,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,3760,1010,97,5598,1,3,3,3,1,3,1,15,3,5,3,3,2,1,2,1,4,1
895,54,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,17779,685,85,23474,3,3,3,3,4,0,3,14,36,2,3,10,9,0,9,4,4,1
896,31,No,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,6833,1332,80,17089,11,3,2,3,2,0,1,12,6,2,2,6,5,0,1,3,1,4
897,31,No,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,6812,1062,96,17198,24,3,3,2,2,0,1,19,10,2,3,10,9,1,8,3,1,2
898,59,No,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,5171,326,48,16490,3,3,3,2,2,0,5,17,13,2,3,6,1,0,5,3,4,4
899,43,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,19740,920,96,18625,3,3,3,1,5,1,3,14,25,2,3,8,7,0,7,3,4,2
900,49,No,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,No,18711,1098,85,12124,4,3,2,2,5,1,2,13,23,2,4,1,0,0,0,1,3,3
901,36,No,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,No,3692,469,46,9256,3,3,3,3,1,0,1,12,12,2,2,11,10,0,7,3,2,3
902,48,No,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,No,2559,969,76,16620,2,3,2,4,1,0,5,11,7,4,2,1,0,0,0,4,2,3
903,27,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,2517,1167,76,3208,4,3,2,3,1,3,1,11,5,2,3,5,3,0,3,1,3,2
904,29,No,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,6623,1329,82,4204,7,3,3,3,2,2,1,11,6,2,3,6,0,1,0,3,4,2
905,48,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,No,18265,715,76,8733,1,3,3,2,5,0,6,12,25,3,4,1,0,0,0,4,4,3
906,29,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,No,16124,694,87,3423,1,3,3,2,4,2,3,14,9,2,2,7,7,1,7,4,4,2
907,34,No,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,No,2585,1320,89,21643,20,3,3,4,1,0,0,17,2,5,2,1,0,0,0,3,3,4
908,44,No,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,18213,1099,88,8751,5,3,3,3,5,1,7,11,26,5,3,22,9,3,10,2,2,3
909,33,No,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,8380,536,82,21708,10,3,5,4,3,2,0,14,10,3,3,9,8,0,8,4,3,4
910,19,No,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,2994,265,57,21221,25,3,3,4,1,0,1,12,1,2,3,1,0,0,1,2,4,4
911,23,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,1223,373,47,16901,1,4,2,3,1,1,1,22,1,2,3,1,0,0,1,4,3,4
913,26,No,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,2875,583,53,9973,4,4,2,3,1,0,1,20,8,2,2,8,5,2,2,3,4,2
915,55,No,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Divorced,Yes,13577,177,37,25592,8,3,1,2,4,1,1,15,34,3,3,33,9,15,0,4,2,4
917,46,No,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,18789,168,33,9946,4,3,2,2,5,1,2,14,26,2,3,11,4,0,8,4,2,3
918,34,No,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,4538,131,86,6039,2,3,3,3,2,0,0,12,4,3,3,3,2,0,2,3,1,4
919,51,No,Travel_Frequently,Sales,Life Sciences,Male,Manager,Divorced,Yes,19847,237,83,19196,9,4,3,3,5,1,4,24,31,5,2,29,10,11,10,4,2,1
920,59,No,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,No,10512,1429,67,20002,18,3,4,3,3,0,6,12,25,6,2,9,7,5,4,4,4,4
921,34,No,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,4444,135,46,22534,19,3,3,3,2,2,4,13,15,2,4,11,8,5,10,3,2,3
922,28,No,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,2154,791,44,6842,1,3,4,3,1,0,0,11,5,2,2,4,2,0,2,4,3,3
923,44,No,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Divorced,No,19190,1199,92,17477,4,3,2,4,5,2,1,14,26,4,2,25,9,14,13,3,1,4
